Country,Year,Value
Estonia,2003,3
Estonia,2004,3.02
Estonia,2005,3.14
Estonia,2006,3.18
Estonia,2007,3.26
Estonia,2008,3.34
Estonia,2009,3.28
Estonia,2010,3.24
Estonia,2011,3.29
Estonia,2012,3.28
Estonia,2013,3.33
Estonia,2014,3.36
Estonia,2015,3.41
Estonia,2016,3.46
Estonia,2017,3.47
Estonia,2018,3.48
Estonia,2019,3.47
Estonia,2020,3.48
Estonia,2021,3.43
Finland,2000,2.5
Finland,2001,2.5
Finland,2002,2.53
Finland,2003,2.56
Finland,2004,2.81
Finland,2005,2.85
Finland,2006,2.87
Finland,2007,3
Finland,2008,3.07
Finland,2009,3.13
Finland,2010,3.18
Finland,2011,3.26
Finland,2012,3.26
Finland,2013,3.33
Finland,2014,3.38
Finland,2015,3.41
Finland,2016,3.42
Finland,2017,3.47
Finland,2018,3.49
Finland,2019,3.57
Finland,2020,3.61
France,2000,3.26
France,2001,3.29
France,2002,3.31
France,2003,3.32
France,2004,3.34
France,2005,3.34
France,2006,3.33
France,2007,3.31
France,2008,3.31
France,2009,3.27
France,2010,3.27
France,2011,3.3
France,2012,3.31
France,2013,3.32
France,2014,3.32
France,2015,3.33
France,2016,3.34
France,2017,3.35
France,2018,3.33
France,2019,3.36
France,2020,3.36
France,2021,3.36
Germany,2000,3.25
Germany,2001,3.29
Germany,2002,3.32
Germany,2003,3.35
Germany,2004,3.37
Germany,2005,3.4
Germany,2006,3.44
Germany,2007,3.49
Germany,2008,3.54
Germany,2009,3.62
Germany,2010,3.71
Germany,2011,3.88
Germany,2012,3.95
Germany,2013,4.04
Germany,2014,4.11
Germany,2015,4.14
Germany,2016,4.19
Germany,2017,4.25
Germany,2018,4.31
Germany,2019,4.4
Germany,2020,4.47
Germany,2021,4.53
Hungary,2000,2.68
Hungary,2001,2.89
Hungary,2002,3.19
Hungary,2003,3.25
Hungary,2004,3.34
Hungary,2005,2.78
Hungary,2006,3.04
Hungary,2007,2.8
Hungary,2008,3.09
Hungary,2009,3.02
Hungary,2010,2.87
Hungary,2011,2.96
Hungary,2012,3.09
Hungary,2013,3.21
Hungary,2014,3.32
Hungary,2015,3.1
Hungary,2016,3.21
Hungary,2017,3.32
Hungary,2018,3.38
Hungary,2019,3.49
Hungary,2020,3.14
Hungary,2021,3.3
Iceland,2000,3.44
Iceland,2001,3.47
Iceland,2002,3.58
Iceland,2003,3.62
Iceland,2004,3.62
Iceland,2005,3.61
Iceland,2006,3.6
Iceland,2007,3.61
Iceland,2008,3.64
Iceland,2009,3.65
Iceland,2010,3.59
Iceland,2011,3.5
Iceland,2012,3.56
Iceland,2013,3.61
Iceland,2014,3.64
Iceland,2015,3.78
Iceland,2016,3.85
Iceland,2017,3.87
Iceland,2018,3.89
Iceland,2019,3.89
Iceland,2020,4.32
Iceland,2021,4.38
Iceland,2022,4.45
Ireland,2011,2.67
Ireland,2012,2.71
Ireland,2013,2.67
Ireland,2014,3.01
Ireland,2015,3.12
Ireland,2016,3.19
Ireland,2017,3.26
Ireland,2018,3.28
Ireland,2019,3.32
Ireland,2020,3.46
Ireland,2021,4.02
Israel,2000,3.45
Israel,2001,3.27
Israel,2002,3.28
Israel,2003,3.36
Israel,2004,3.34
Israel,2005,3.22
Israel,2006,3.02
Israel,2007,2.99
Israel,2008,3
Israel,2009,3
Israel,2010,3.01
Israel,2011,3
Israel,2012,2.97
Israel,2013,2.94
Israel,2014,2.98
Israel,2015,3.07
Israel,2016,3.08
Israel,2017,3.14
Israel,2018,3.22
Israel,2019,3.29
Israel,2020,3.31
Israel,2021,3.35
Italy,2000,3.44
Italy,2001,3.51
Italy,2002,3.57
Italy,2003,3.63
Italy,2004,3.7
Italy,2005,3.72
Italy,2006,3.72
Italy,2007,3.8
Italy,2008,3.79
Italy,2009,3.79
Italy,2010,3.82
Italy,2011,3.9
Italy,2012,3.87
Italy,2013,3.9
Italy,2014,3.88
Italy,2015,3.84
Italy,2016,3.95
Italy,2017,3.99
Italy,2018,3.98
Italy,2019,4.05
Italy,2020,4
Italy,2021,4.1
Italy,2022,4.25
Japan,2000,1.93
Japan,2002,1.98
Japan,2004,2.03
Japan,2006,2.08
Japan,2008,2.15
Japan,2010,2.21
Japan,2012,2.29
Japan,2014,2.36
Japan,2016,2.43
Japan,2018,2.49
Japan,2020,2.6
Korea,2000,1.3
Korea,2001,1.39
Korea,2002,1.49
Korea,2003,1.57
Korea,2004,1.56
Korea,2005,1.63
Korea,2006,1.69
Korea,2007,1.73
Korea,2008,1.85
Korea,2009,1.92
Korea,2010,1.98
Korea,2011,2.03
Korea,2012,2.07
Korea,2013,2.16
Korea,2014,2.2
Korea,2015,2.24
Korea,2016,2.29
Korea,2017,2.35
Korea,2018,2.39
Korea,2019,2.46
Korea,2020,2.51
Korea,2021,2.56
Latvia,2000,2.88
Latvia,2001,2.69
Latvia,2002,2.79
Latvia,2003,2.83
Latvia,2004,2.92
Latvia,2005,2.96
Latvia,2006,3.03
Latvia,2007,3.14
Latvia,2008,3.23
Latvia,2009,3.15
Latvia,2010,3.11
Latvia,2011,3.13
Latvia,2012,3.14
Latvia,2013,3.19
Latvia,2014,3.22
Latvia,2015,3.2
Latvia,2016,3.21
Latvia,2017,3.21
Latvia,2018,3.3
Latvia,2019,3.27
Latvia,2020,3.34
Latvia,2021,3.36
Lithuania,2000,3.63
Lithuania,2001,3.63
Lithuania,2002,3.7
Lithuania,2003,3.67
Lithuania,2004,3.63
Lithuania,2005,3.72
Lithuania,2006,3.79
Lithuania,2007,3.88
Lithuania,2008,3.88
Lithuania,2009,3.85
Lithuania,2010,3.95
Lithuania,2011,4.1
Lithuania,2012,4.22
Lithuania,2013,4.28
Lithuania,2014,4.31
Lithuania,2015,4.34
Lithuania,2016,4.47
Lithuania,2017,4.56
Lithuania,2018,4.6
Lithuania,2019,4.57
Lithuania,2020,4.48
Lithuania,2021,4.47
Luxembourg,2000,2.15
Luxembourg,2001,2.21
Luxembourg,2002,2.26
Luxembourg,2003,2.38
Luxembourg,2004,2.42
Luxembourg,2005,2.55
Luxembourg,2006,2.61
Luxembourg,2007,2.68
Luxembourg,2008,2.72
Luxembourg,2009,2.7
Luxembourg,2010,2.77
Luxembourg,2011,2.78
Luxembourg,2012,2.81
Luxembourg,2013,2.83
Luxembourg,2014,2.88
Luxembourg,2015,2.91
Luxembourg,2016,2.89
Luxembourg,2017,2.98
Mexico,2000,1.63
Mexico,2001,1.52
Mexico,2002,1.53
Mexico,2003,1.58
Mexico,2004,1.66
Mexico,2005,1.77
Mexico,2006,1.89
Mexico,2007,1.93
Mexico,2008,1.96
Mexico,2009,1.99
Mexico,2010,2
Mexico,2011,2.11
Mexico,2012,2.12
Mexico,2013,2.16
Mexico,2014,2.23
Mexico,2015,2.33
Mexico,2016,2.34
Mexico,2017,2.4
Mexico,2018,2.44
Mexico,2019,2.44
Mexico,2020,2.41
Mexico,2021,2.51
Netherlands,2000,2.44
Netherlands,2001,2.51
Netherlands,2002,2.58
Netherlands,2003,2.62
Netherlands,2004,2.65
Netherlands,2005,2.71
Netherlands,2006,2.8
Netherlands,2007,2.79
Netherlands,2008,2.87
Netherlands,2009,2.92
Netherlands,2010,2.96
Netherlands,2011,3.13
Netherlands,2012,3.25
Netherlands,2013,3.31
New Zealand,2000,2.23
New Zealand,2001,2.19
New Zealand,2002,2.13
New Zealand,2003,2.17
New Zealand,2004,2.19
New Zealand,2005,2.11
New Zealand,2006,2.27
New Zealand,2007,2.3
New Zealand,2008,2.46
New Zealand,2009,2.58
New Zealand,2010,2.62
New Zealand,2011,2.65
New Zealand,2012,2.72
New Zealand,2013,2.83
New Zealand,2014,2.89
New Zealand,2015,3.03
New Zealand,2016,3.12
New Zealand,2017,3.25
New Zealand,2018,3.31
New Zealand,2019,3.38
New Zealand,2020,3.43
New Zealand,2021,3.53
New Zealand,2022,3.62
Norway,2000,3.38
Norway,2001,3.54
Norway,2002,3.22
Norway,2003,3.23
Norway,2004,3.4
Norway,2005,3.56
Norway,2006,3.73
Norway,2007,3.84
Norway,2008,3.95
Norway,2009,4.05
Norway,2010,4.11
Norway,2011,4.19
Norway,2012,4.23
Norway,2013,4.31
Norway,2014,4.43
Norway,2015,4.45
Norway,2016,4.58
Norway,2017,4.73
Norway,2018,4.86
Norway,2019,4.97
Norway,2020,5.09
Norway,2021,5.16
Poland,2000,2.22
Poland,2001,2.27
Poland,2002,2.3
Poland,2003,2.43
Poland,2004,2.29
Poland,2005,2.14
Poland,2006,2.18
Poland,2007,2.19
Poland,2008,2.16
Poland,2009,2.17
Poland,2010,2.19
Poland,2011,2.21
Poland,2012,2.23
Poland,2013,2.24
Poland,2014,2.31
Poland,2015,2.33
Poland,2016,2.42
Poland,2017,2.38
Poland,2018,2.36
Poland,2019,3.3
Poland,2020,3.33
Poland,2021,3.44
Slovak Republic,2005,3.04
Slovak Republic,2006,3.17
Slovak Republic,2007,3.39
Slovak Republic,2008,3.37
Slovak Republic,2009,3.3
Slovak Republic,2010,3.36
Slovak Republic,2011,3.31
Slovak Republic,2012,3.36
Slovak Republic,2013,3.39
Slovak Republic,2014,3.43
Slovak Republic,2015,3.45
Slovak Republic,2016,3.47
Slovak Republic,2017,3.42
Slovak Republic,2018,3.52
Slovak Republic,2019,3.57
Slovak Republic,2020,3.67
Slovak Republic,2021,3.68
Slovenia,2000,2.15
Slovenia,2001,2.17
Slovenia,2002,2.23
Slovenia,2003,2.25
Slovenia,2004,2.3
Slovenia,2005,2.35
Slovenia,2006,2.36
Slovenia,2007,2.39
Slovenia,2008,2.4
Slovenia,2009,2.41
Slovenia,2010,2.43
Slovenia,2011,2.49
Slovenia,2012,2.54
Slovenia,2013,2.63
Slovenia,2014,2.77
Slovenia,2015,2.83
Slovenia,2016,3.01
Slovenia,2017,3.1
Slovenia,2018,3.18
Slovenia,2019,3.26
Slovenia,2020,3.3
Slovenia,2021,3.34
Spain,2000,3.14
Spain,2001,3.14
Spain,2002,3.13
Spain,2003,3.22
Spain,2004,3.44
Spain,2005,3.55
Spain,2006,3.62
Spain,2007,3.56
Spain,2008,3.54
Spain,2009,3.6
Spain,2010,3.76
Spain,2011,3.84
Spain,2012,3.82
Spain,2013,3.81
Spain,2014,3.8
Spain,2015,3.85
Spain,2016,3.82
Spain,2017,3.88
Spain,2018,4.02
Spain,2019,4.4
Spain,2020,4.58
Spain,2021,4.49
Sweden,2000,3.03
Sweden,2001,3.12
Sweden,2002,3.21
Sweden,2003,3.28
Sweden,2004,3.37
Sweden,2005,3.45
Sweden,2006,3.54
Sweden,2007,3.63
Sweden,2008,3.68
Sweden,2009,3.75
Sweden,2010,3.81
Sweden,2011,3.89
Sweden,2012,3.97
Sweden,2013,4.04
Sweden,2014,4.11
Sweden,2015,4.17
Sweden,2016,4.23
Sweden,2017,4.27
Sweden,2018,4.32
Sweden,2019,4.29
Sweden,2020,4.32
Switzerland,2003,3.65
Switzerland,2004,3.69
Switzerland,2005,3.74
Switzerland,2006,3.79
Switzerland,2007,3.78
Switzerland,2008,3.82
Switzerland,2009,3.83
Switzerland,2010,3.81
Switzerland,2011,3.83
Switzerland,2012,3.92
Switzerland,2013,4.04
Switzerland,2014,4.13
Switzerland,2015,4.2
Switzerland,2016,4.25
Switzerland,2017,4.3
Switzerland,2018,4.34
Switzerland,2019,4.35
Switzerland,2020,4.39
Switzerland,2021,4.44
TÃ¼rkiye,2000,1.3
TÃ¼rkiye,2001,1.38
TÃ¼rkiye,2002,1.39
TÃ¼rkiye,2003,1.41
TÃ¼rkiye,2004,1.44
TÃ¼rkiye,2005,1.47
TÃ¼rkiye,2006,1.51
TÃ¼rkiye,2007,1.55
TÃ¼rkiye,2008,1.59
TÃ¼rkiye,2009,1.65
TÃ¼rkiye,2010,1.69
TÃ¼rkiye,2011,1.7
TÃ¼rkiye,2012,1.73
TÃ¼rkiye,2013,1.76
TÃ¼rkiye,2014,1.76
TÃ¼rkiye,2015,1.81
TÃ¼rkiye,2016,1.83
TÃ¼rkiye,2017,1.87
TÃ¼rkiye,2018,1.88
TÃ¼rkiye,2019,1.95
TÃ¼rkiye,2020,2.05
TÃ¼rkiye,2021,2.18
United Kingdom,2000,1.98
United Kingdom,2001,2.03
United Kingdom,2002,2.1
United Kingdom,2003,2.19
United Kingdom,2004,2.32
United Kingdom,2005,2.4
United Kingdom,2006,2.45
United Kingdom,2007,2.48
United Kingdom,2008,2.57
United Kingdom,2009,2.64
United Kingdom,2010,2.65
United Kingdom,2011,2.68
United Kingdom,2012,2.7
United Kingdom,2013,2.71
United Kingdom,2014,2.75
United Kingdom,2015,2.77
United Kingdom,2016,2.78
United Kingdom,2017,2.81
United Kingdom,2018,2.84
United Kingdom,2019,2.95
United Kingdom,2020,3.03
United Kingdom,2021,3.18
United Kingdom,2022,3.18
United States,2000,2.29
United States,2001,2.35
United States,2002,2.35
United States,2003,2.38
United States,2004,2.39
United States,2005,2.43
United States,2006,2.42
United States,2007,2.43
United States,2008,2.44
United States,2009,2.44
United States,2010,2.43
United States,2011,2.46
United States,2012,2.5
United States,2013,2.56
United States,2014,2.58
United States,2015,2.58
United States,2016,2.59
United States,2017,2.61
United States,2018,2.61
United States,2019,2.64
United States,2020,2.63
United States,2021,2.67
